gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,winner
1770,3367.7,3235.6,214.25,217.29,3,4,50,50,-1
1771,3160.8,3293.4,180.42,182.53,3,3,50,50,-1
1772,3240.7,3488.7,192.73,194.09,3,3,50,50,-1
1773,3281.3,3149.0,195.92,196.52,3,3,50,50,-1
1774,3284.6,3267.6,201.13,190.34,3,3,50,50,-1
1775,3295.8,3300.0,221.08,215.36,3,3,50,50,-1
1776,3764.9,3286.3,201.79,185.17,4,4,50,50,-1
1777,4180.1,3226.2,215.89,205.03,4,4,50,50,-1
1778,3126.8,3223.9,201.75,185.93,3,3,50,50,-1
1779,3391.3,3392.8,202.7,181.3,3,3,50,50,-1
1780,3239.3,3284.3,210.68,190.24,3,3,50,50,-1
1781,3377.6,4056.6,231.04,216.07,4,4,50,50,-1
1782,3385.1,3288.5,212.19,207.34,3,3,50,50,-1
1783,3364.3,3344.4,202.95,202.17,3,3,50,50,-1
1784,3144.2,3198.2,192.41,188.95,3,3,50,50,-1
1785,3110.5,3191.7,178.87,197.43,3,3,50,50,-1
1786,3274.3,3238.2,215.56,209.89,3,3,50,50,-1
1787,3307.0,3119.9,224.76,205.61,3,3,50,50,-1
1788,3374.9,3270.1,232.69,226.19,3,4,50,50,-1
1789,3269.5,3389.3,219.17,200.65,3,3,50,50,-1
1790,3330.2,3282.0,200.19,196.52,3,3,50,50,-1
1791,3300.0,3172.8,199.87,208.01,3,3,50,50,-1
1792,3019.4,3165.5,177.72,194.0,3,3,50,50,-1
1793,3267.2,2376.1,179.29,177.85,3,3,50,50,-1
1794,3141.0,3245.3,197.87,185.78,3,3,50,50,-1
1795,3149.1,3138.3,185.54,183.27,3,3,50,50,-1
1796,3286.0,3185.0,214.02,202.94,3,3,50,50,-1
1797,3291.6,3107.2,191.97,176.2,3,3,50,50,-1
1798,3136.5,3369.6,195.66,206.17,3,3,50,50,-1
1799,3287.0,3194.9,198.52,199.42,3,3,50,50,-1
1800,3300.0,3395.0,233.25,220.49,3,3,50,50,-1
1801,2483.4,3078.7,179.0,174.91,3,3,50,50,-1
1802,3282.0,3264.0,211.55,192.15,3,3,50,50,-1
1803,3141.6,3244.3,197.93,205.16,3,3,50,50,-1
1804,3300.0,3235.7,214.24,202.05,3,3,50,50,-1
1805,3061.9,3132.3,176.3,177.07,3,3,50,50,-1
1806,3174.4,3290.3,183.04,176.28,3,3,50,50,-1
1807,3123.1,3275.2,175.92,179.59,3,3,50,50,-1
1808,3235.4,3139.5,187.27,186.01,3,3,50,50,-1
1809,3131.1,3329.7,184.71,191.02,3,3,50,50,-1
1810,2376.6,2479.0,173.55,172.03,2,2,50,50,-1
1811,3274.0,3150.0,203.16,193.86,3,3,50,50,-1
1812,3077.9,3311.5,178.79,196.73,3,3,50,50,-1
1813,3332.0,3331.1,211.52,204.19,3,3,50,50,-1
1814,3323.7,3242.7,191.77,182.87,3,3,50,50,-1
1815,2380.5,2388.1,172.77,178.97,2,2,50,50,-1
1816,3142.7,3140.0,180.43,183.54,3,3,50,50,-1
1817,3124.9,2392.9,184.8,174.1,3,2,50,50,-1
1818,3164.2,3107.8,177.59,179.03,3,3,50,50,-1
1819,3193.6,3023.2,182.49,180.18,3,3,50,50,-1
1820,3145.7,3120.0,183.65,179.4,3,3,50,50,-1
1821,3114.2,3072.8,179.24,176.29,3,3,50,50,-1
1822,3045.3,3129.7,179.71,177.93,3,3,50,50,-1
1823,3118.6,3122.8,178.95,176.88,3,3,50,50,-1
1824,3274.6,3260.2,194.52,195.13,3,3,50,50,-1
1825,2327.3,2345.1,174.62,173.55,2,2,50,50,-1
1826,3274.9,3233.2,192.46,183.34,3,3,50,50,-1
1827,3035.3,2331.6,180.72,152.31,3,2,33,27,-1
1828,2281.9,2385.4,174.0,175.27,2,2,35,26,-1
1829,3089.8,3157.4,169.86,176.3,3,3,41,50,-1
1830,2377.9,2286.0,164.79,166.09,2,2,22,23,-1
1831,3150.0,3180.4,179.62,174.35,3,3,50,50,-1
1832,3128.3,3139.6,175.93,185.26,3,3,50,50,-1
1833,3222.0,3115.9,183.02,171.97,3,3,50,50,-1
1834,2345.7,3100.9,174.46,180.05,3,3,50,50,-1
1835,2383.0,2365.9,177.26,175.36,2,2,50,50,-1
1836,2279.5,3184.6,172.86,182.79,2,3,50,50,-1
1837,2383.8,3226.3,175.26,182.76,3,3,50,50,-1
1838,3060.0,3135.8,179.55,177.91,3,3,50,50,-1
1839,2331.7,2250.0,176.17,173.38,2,2,22,21,-1
1840,2338.1,2299.1,177.63,175.29,2,2,20,20,-1
1841,3003.4,3071.7,176.01,175.02,3,3,50,50,-1
1842,3189.9,2232.4,193.8,169.08,3,3,50,50,-1
1843,2242.3,3279.5,172.79,187.87,2,3,20,20,-1
1844,3162.2,2412.1,151.9,129.52,3,3,50,50,-1
1845,2333.8,2332.9,175.24,176.26,2,2,21,21,-1
1846,2382.7,3125.9,172.22,175.35,3,3,50,50,-1
1847,3141.3,3131.5,174.62,170.44,3,3,23,21,-1
1848,3177.9,3094.6,178.47,176.46,3,3,26,25,-1
1849,3128.4,3198.2,181.64,178.94,3,3,50,50,-1
1850,2388.5,2476.6,172.33,169.84,2,2,26,50,-1
1851,2398.2,2238.2,175.74,167.95,2,2,20,24,-1
1852,2342.9,2357.8,174.77,173.58,2,2,22,50,-1
1853,2394.5,3181.4,175.19,188.37,3,3,50,50,-1
1854,3195.4,3229.0,186.88,181.91,3,3,20,21,-1
1855,2335.0,2350.0,171.89,175.81,2,2,50,25,-1
1856,3267.6,3179.9,195.76,190.63,3,3,50,50,-1
1857,3129.3,3130.2,182.35,185.62,3,3,50,50,-1
1858,3132.8,3169.2,179.58,179.21,3,3,50,50,-1
1859,2285.3,3177.7,173.88,183.59,2,3,20,20,-1
1860,2296.3,2334.7,171.49,168.95,2,2,26,21,-1
1861,3191.1,3185.5,170.82,169.51,3,3,22,21,-1
1862,3131.7,2292.4,171.74,163.86,3,2,24,20,-1
1863,2367.4,2398.0,171.61,174.39,2,2,34,47,-1
1864,2373.0,2885.1,166.7,169.12,2,3,22,50,-1
1865,3116.4,3214.6,181.13,183.33,3,3,32,46,-1
1866,2387.9,3073.5,177.82,178.58,3,3,50,50,-1
1867,3256.8,2338.0,182.92,174.46,3,2,36,20,-1
1868,3211.9,3211.4,155.45,161.86,3,3,50,50,-1
1869,2307.8,2248.0,162.64,169.49,2,2,20,20,-1
1870,2236.4,3230.6,168.94,183.64,2,3,20,20,-1
1871,3108.5,3125.6,176.61,176.92,3,3,50,50,-1
1872,3086.1,3125.3,172.43,176.07,3,3,46,30,-1
1873,3286.3,3321.7,179.08,170.95,3,3,50,50,-1
1874,3049.3,3103.3,176.51,179.14,3,3,50,50,-1
1875,2333.0,3145.5,172.51,179.09,2,3,20,21,-1
1876,3114.3,3340.4,178.55,180.72,3,3,21,20,-1
1877,2295.5,2371.0,164.54,163.19,2,2,22,24,-1
1878,3199.1,3187.6,178.39,172.06,3,3,20,22,-1
1879,3330.5,2243.1,181.3,169.18,3,2,24,20,-1
1880,2380.4,3041.1,174.45,166.32,3,3,50,50,-1
1881,2245.7,2285.7,169.21,173.75,2,2,20,20,-1
1882,2315.2,2393.6,170.08,172.04,2,2,20,21,-1
1883,3144.5,3102.3,174.03,168.41,3,3,20,27,-1
1884,2344.7,2272.4,173.02,163.57,2,2,20,21,-1
1885,3094.3,3157.8,171.42,167.9,3,3,50,30,-1
1886,3292.6,3114.0,195.47,176.76,3,3,50,50,-1
1887,3135.2,3133.9,164.69,179.29,3,3,50,50,-1
1888,3244.3,3192.5,184.63,167.27,3,3,50,50,-1
1889,2467.8,2292.6,175.19,169.01,2,2,20,26,-1
1890,3119.7,3091.8,188.41,178.37,3,3,50,50,-1
1891,2366.8,2328.3,173.04,167.03,2,2,22,50,-1
1892,3218.0,3171.4,178.19,175.08,3,3,26,50,-1
1893,2390.3,2239.0,167.81,164.63,2,2,32,50,-1
1894,3164.7,3166.2,185.78,179.99,3,3,50,50,-1
1895,3343.5,3265.2,191.73,201.72,3,3,50,50,-1
1896,3148.7,3223.6,183.78,191.89,3,3,50,50,-1
1897,3292.6,3244.5,196.73,193.8,3,3,50,50,-1
1898,2327.1,3175.8,174.11,174.93,2,3,20,20,-1
1899,3150.0,3180.0,190.26,198.64,3,3,50,50,-1
1900,2329.1,2350.0,175.38,168.5,2,2,20,50,-1
1901,3131.1,3194.6,177.93,191.41,3,3,50,50,-1
1902,3170.1,3149.2,170.95,173.49,3,3,50,50,-1
1903,2244.1,2300.0,166.34,168.11,2,2,20,20,-1
1904,3339.9,3148.1,210.08,187.74,3,3,50,50,-1
1905,2326.7,2478.7,170.82,178.43,2,2,20,20,-1
1906,2269.8,2312.9,171.53,171.43,2,2,20,20,-1
1907,2247.3,2300.0,174.3,173.59,2,2,20,20,-1
1908,2288.5,2385.4,172.96,176.4,2,2,20,20,-1
1909,2373.2,2343.7,165.68,156.96,2,2,20,20,-1
1910,2299.2,2395.2,171.05,176.57,2,2,20,20,-1
1911,2346.3,2390.9,174.54,177.93,2,2,20,20,-1
1912,2328.8,2375.1,172.05,175.77,2,2,20,23,-1
1913,2395.7,3237.4,173.89,179.97,2,3,50,50,-1
1914,3198.2,3134.6,179.3,175.6,3,3,29,50,-1
1915,2286.6,2248.1,174.25,173.56,2,2,20,20,-1
1916,3245.0,2236.1,175.07,171.5,3,2,20,20,-1
1917,3194.7,3181.2,179.17,184.88,3,3,20,22,-1
1918,2247.6,2393.5,174.55,176.74,2,2,21,20,-1
1919,2398.9,2394.9,168.62,173.79,2,2,20,20,-1
1920,3156.5,3198.5,180.99,171.01,3,3,50,50,-1
1921,3282.8,2281.6,183.97,171.54,3,2,20,20,-1
1922,2343.3,2337.7,175.79,175.37,2,2,20,22,-1
1923,2327.2,2406.2,174.01,177.04,2,2,20,20,-1
1924,3147.3,2493.0,182.41,175.12,3,2,21,22,-1
1925,2368.0,2447.8,175.69,176.09,2,2,26,34,-1
1926,2394.2,3141.9,170.82,185.23,2,3,20,20,-1
1927,2373.6,3180.8,176.52,181.42,2,3,20,20,-1
1928,2250.0,2345.7,170.05,172.25,2,2,20,20,-1
1929,2377.1,2345.2,176.85,176.01,2,2,20,20,-1
1930,3144.3,3146.4,178.41,178.46,3,3,20,20,-1
1931,2341.1,3228.9,174.14,183.13,2,3,20,20,-1
1932,2366.8,2334.2,171.3,173.94,2,2,20,20,-1
1933,2992.6,3137.8,167.51,184.14,3,3,24,23,-1
1934,3139.0,3187.9,179.16,184.47,3,3,20,20,-1
1935,3289.5,3145.1,182.77,182.41,3,3,20,20,-1
1936,2333.4,2348.3,170.01,164.52,2,2,20,20,-1
1937,2375.9,3239.5,171.07,183.57,2,3,20,20,-1
1938,2244.4,2339.1,172.02,169.3,2,2,20,20,-1
1939,3136.7,3170.4,177.57,183.39,3,3,20,20,-1
1940,2479.1,2280.1,175.93,173.87,2,2,20,20,-1
1941,3232.9,3057.5,181.74,178.71,3,3,21,22,-1
1942,2331.9,2282.5,171.27,167.4,2,2,20,20,-1
1943,2381.0,2364.5,175.96,174.12,2,2,20,20,-1
1944,2343.9,2369.4,173.58,175.36,2,2,20,20,-1
1945,2243.3,2293.8,170.78,175.74,2,2,20,20,-1
1946,2244.6,2367.5,171.81,176.0,2,2,20,20,-1
1947,3168.9,3176.9,179.34,177.76,3,3,20,20,-1
1948,2288.2,2335.2,170.73,171.73,2,2,46,50,-1
1949,3127.1,3128.4,177.5,177.26,3,3,21,20,-1
1950,2338.4,2395.5,171.17,177.32,2,2,20,20,-1
1951,3147.6,2381.0,181.13,171.5,3,2,20,20,-1
1952,3121.8,3125.1,179.07,179.38,3,3,20,20,-1
1953,2346.0,2400.0,171.02,173.86,2,2,20,20,-1
1954,3140.5,3138.6,178.65,179.44,3,3,20,20,-1
1955,2247.8,2395.4,174.13,168.28,2,2,23,20,-1
1956,3282.5,3246.7,178.49,184.51,3,3,20,20,-1
1957,3141.6,3114.9,174.63,181.61,3,3,21,21,-1
1958,2347.8,2375.7,176.26,178.19,2,2,20,20,-1
1959,2302.4,2389.8,174.53,169.19,2,2,20,22,-1
1960,3137.8,3144.6,180.9,180.84,3,3,20,20,-1
1961,3130.8,3153.5,184.85,181.43,3,3,30,32,-1
1962,2289.3,2317.2,175.56,173.88,2,2,21,22,-1
1963,3242.5,3119.7,178.48,177.82,3,3,50,50,-1
1964,2443.4,3185.4,175.72,180.89,2,3,20,20,-1
1965,2338.3,2383.0,174.37,175.07,2,2,20,20,-1
1966,3143.6,2380.4,182.29,171.33,3,2,20,21,-1
1967,2290.6,2341.1,168.06,170.61,2,2,20,20,-1
1968,2288.7,2338.5,167.89,175.09,2,2,20,20,-1
1969,3147.7,3131.3,177.12,178.82,3,3,21,20,-1
1970,3143.8,3125.8,180.14,165.72,3,3,21,20,-1
1971,2377.7,2338.4,167.57,171.12,2,2,20,20,-1
1972,3121.9,3133.5,174.99,177.44,3,3,20,20,-1
1973,2392.8,2345.2,176.55,172.14,2,2,20,20,-1
1974,3135.6,3163.7,175.18,176.13,3,3,50,50,-1
1975,2379.6,2341.5,176.8,171.82,2,2,20,20,-1
1976,3125.8,2297.6,178.4,173.08,3,3,45,36,-1
1977,2350.0,3238.9,168.01,170.64,2,3,20,20,-1
1978,2335.9,2330.4,174.71,172.45,2,2,20,20,-1
1979,3113.6,3191.9,175.65,186.67,3,3,20,20,-1
1980,3296.3,3184.3,188.57,185.72,3,3,20,44,-1
1981,2380.8,2354.8,175.98,173.84,2,2,29,26,-1
1982,2295.2,2344.9,169.82,174.79,2,2,20,20,-1
1983,3145.4,3148.0,183.67,178.22,3,3,21,20,-1
1984,3246.2,2386.7,181.27,175.01,3,2,30,26,-1
1985,3172.5,3393.2,189.92,190.78,3,3,20,20,-1
1986,3140.6,3166.0,181.77,180.08,3,3,50,50,-1
1987,2335.2,2338.1,169.77,170.0,2,2,20,20,-1
1988,2382.7,2348.8,177.14,173.93,2,2,20,20,-1
1989,3123.9,3112.5,181.18,179.2,3,3,33,37,-1
1990,3222.0,3109.0,175.5,167.07,3,3,20,20,-1
1991,2281.9,3108.4,174.67,175.46,3,3,50,50,-1
1992,3358.9,3200.0,194.87,182.18,3,3,50,50,-1
1993,3135.1,3113.0,177.76,178.54,3,3,27,23,-1
1994,3297.8,3282.8,181.85,200.08,3,3,50,50,-1
1995,3285.3,3142.2,194.31,169.13,3,3,50,50,-1
1996,2393.5,2250.0,172.47,174.35,2,2,23,22,-1
1997,2394.0,3282.1,174.79,193.07,3,3,50,50,-1
1998,3272.0,3158.9,191.91,180.51,3,3,50,50,-1
1999,2397.8,2342.8,171.55,171.23,2,2,20,20,-1
2000,3251.5,3244.1,197.38,200.48,3,3,50,50,-1
2001,3223.0,3491.6,185.62,191.39,3,3,50,50,-1
2002,2370.2,2348.9,177.66,173.53,2,2,20,20,-1
2003,2372.2,2348.1,169.95,173.19,2,2,20,20,-1
2004,3144.8,3134.4,177.53,179.6,3,3,20,20,-1
2005,3134.2,3081.1,184.68,176.62,3,3,50,50,-1
2006,2335.9,2316.6,173.55,174.54,2,2,20,20,-1
2007,3235.1,3149.6,182.85,177.1,3,3,20,20,-1
2008,3178.2,3264.0,192.24,190.14,3,3,50,50,-1
2009,3134.0,3247.1,176.94,174.61,3,3,50,50,-1
2010,2255.0,3095.3,173.02,183.77,3,3,50,50,-1
2011,3294.8,3239.9,190.26,190.01,3,3,50,50,-1
2012,3342.9,3327.9,188.57,181.12,3,3,50,50,-1
2013,2328.8,2321.0,176.16,174.07,2,2,20,20,-1
2014,2487.7,2395.6,173.68,172.25,2,2,20,20,-1
2015,2244.0,2338.0,173.34,173.76,2,2,24,22,-1
2016,2377.2,2318.8,167.59,169.92,2,2,22,21,-1
2017,3286.6,3257.1,203.07,181.17,3,3,50,50,-1
2018,2400.0,2396.2,174.12,175.64,2,2,20,20,-1
2019,4107.6,3147.2,208.46,203.91,4,4,50,50,-1
2020,3246.9,2247.3,180.07,165.15,3,2,20,20,-1
2021,3258.0,3162.2,153.61,158.6,3,3,50,50,-1
2022,2394.9,2295.2,174.92,172.39,2,2,32,26,-1
2023,2391.4,2343.5,176.77,169.62,2,2,20,20,-1
2024,3255.3,2337.3,179.03,174.48,3,3,50,50,-1
2025,2235.6,2239.9,172.56,173.39,2,2,20,20,-1
2026,2320.6,2342.6,176.42,175.6,2,2,20,20,-1
2027,3150.0,3123.4,189.94,202.94,3,3,50,50,-1
2028,3217.0,3329.9,183.38,183.47,3,3,50,50,-1
2029,2486.4,3148.8,175.75,181.69,2,3,20,20,-1
2030,3163.7,3189.5,182.6,186.72,3,3,50,50,-1
2031,3162.2,3411.2,173.45,194.02,4,3,50,50,-1
2032,2244.9,3198.4,170.07,185.67,2,3,20,20,-1
2033,2341.5,2337.3,176.85,176.52,2,2,20,20,-1
2034,3311.9,2410.9,173.58,150.89,3,2,50,50,-1
2035,2375.1,2335.5,174.21,175.91,2,2,20,20,-1
2036,4119.3,3314.9,216.35,188.52,4,4,50,50,-1
2037,3203.6,3201.9,184.26,185.43,3,3,50,50,-1
2038,3180.8,3152.9,178.17,185.97,3,3,50,50,-1
2039,3361.9,3409.2,196.43,192.82,3,3,50,50,-1
2040,3131.4,3235.8,208.46,185.19,3,3,50,50,-1
2041,3128.3,3129.6,180.8,176.74,3,3,23,22,-1
2042,3260.8,3208.8,201.29,194.94,3,3,50,50,-1
2043,2389.3,3145.2,179.9,182.58,2,3,20,23,-1
2044,3146.9,3346.3,195.65,183.29,3,3,50,50,-1
2045,3141.9,3182.0,188.33,184.76,3,3,29,50,-1
2046,2294.8,3123.8,161.87,171.84,2,3,20,32,-1
2047,3127.5,3275.2,171.93,191.19,3,3,20,21,-1
2048,3017.7,3147.8,168.66,171.27,3,3,24,20,-1
2049,3281.6,2339.8,184.05,175.51,3,2,20,20,-1
2050,2338.1,2287.7,177.07,170.01,2,2,20,20,-1
2051,3637.7,3229.9,220.05,201.55,4,3,50,50,-1
2052,3146.6,3291.9,196.32,190.01,3,3,50,21,-1
2053,2310.2,2296.4,172.23,172.47,2,2,27,37,-1
2054,3274.4,3116.8,191.46,163.44,3,3,50,50,-1
2055,2381.5,3193.5,175.89,176.88,2,3,24,23,-1
2056,2379.7,2332.4,176.65,174.98,2,2,20,20,-1
2057,2922.2,3081.5,176.2,164.18,3,3,50,50,-1
2058,3223.0,3290.9,198.58,199.25,3,3,50,50,-1
2059,2389.8,2400.0,173.09,177.66,2,2,20,20,-1
2060,4044.8,4098.3,190.86,188.25,4,4,50,50,-1
2061,3226.7,3263.2,203.77,189.94,3,3,50,50,-1
2062,3282.4,3304.4,193.68,182.24,3,3,50,50,-1
2063,3136.3,3140.3,180.69,179.27,3,3,20,20,-1
2064,3394.8,3297.1,205.37,205.17,3,3,50,50,-1
2065,3139.3,3122.7,178.69,176.19,3,3,20,20,-1
2066,3312.1,3307.4,208.65,193.58,3,3,50,50,-1
2067,2390.6,2386.0,177.3,175.69,2,2,20,20,-1
2068,3078.1,3067.9,177.69,177.64,3,3,20,20,-1
2069,2485.6,2277.3,177.57,175.33,2,2,20,20,-1
2070,3150.0,3182.7,181.11,191.0,3,3,50,50,-1
2071,3985.8,3130.5,204.2,193.35,4,3,50,50,-1
2072,3207.8,3285.2,186.75,192.8,3,3,50,50,-1
2073,3164.8,3241.9,177.53,181.5,3,3,20,20,-1
2074,3346.3,3171.7,220.87,201.88,3,3,50,50,-1
2075,3311.9,3361.6,191.95,164.25,3,3,50,50,-1
2076,3247.6,3147.8,169.67,176.46,3,3,50,50,-1
2077,4072.9,3237.2,205.51,202.64,4,4,50,50,-1
2078,2388.7,3165.2,174.52,188.01,2,3,20,33,-1
2079,3182.5,3235.8,185.3,185.84,3,3,50,50,-1
2080,3175.6,3275.8,196.4,219.16,3,3,50,50,-1
2081,3296.0,3261.1,197.73,194.09,3,3,50,50,-1
2082,2345.8,2391.1,171.46,174.02,2,2,20,23,-1
2083,3313.9,3138.2,202.5,190.34,3,3,50,50,-1
2084,3250.0,3269.3,189.59,189.76,3,3,20,20,-1
2085,4075.0,4029.7,191.84,212.57,4,4,50,50,-1
2086,3295.5,3302.9,198.9,210.32,3,3,50,50,-1
2087,3226.9,3276.7,224.81,212.22,3,3,50,50,-1
2088,3124.3,3193.7,171.28,181.12,3,3,50,50,-1
2089,3275.6,3797.7,207.59,215.99,4,4,50,50,-1
2090,3375.2,3177.1,218.55,191.46,3,3,50,50,-1
2091,3177.1,3287.6,206.23,220.31,3,3,50,50,-1
2092,3246.9,3188.8,186.72,178.62,4,3,50,50,-1
2093,3163.9,4127.6,206.24,223.63,3,4,50,50,-1
2094,3239.0,3195.9,202.32,197.06,3,3,50,50,-1
2095,3287.8,3334.6,219.03,231.31,4,3,50,50,-1
2096,3211.7,3231.4,175.7,189.19,3,3,20,20,-1
2097,2244.2,2332.6,173.47,171.94,2,2,20,20,-1
2098,4139.7,3293.4,206.27,209.12,4,3,50,50,-1
2099,3241.1,3141.3,183.03,188.33,3,3,50,50,-1
2100,3250.0,3361.8,199.15,223.48,3,3,50,50,-1
2101,3227.0,3268.5,195.69,204.0,3,3,50,50,-1
2102,3245.9,3347.2,197.06,218.8,3,3,50,50,-1
2103,3245.0,3245.0,198.97,191.94,3,3,50,50,-1
2104,2300.0,2273.0,169.64,173.45,2,2,20,20,-1
2105,3277.7,3245.5,191.48,192.91,3,3,50,50,-1
2106,2297.7,2265.0,173.59,175.55,2,2,22,20,-1
2107,3183.8,3927.1,210.83,214.82,3,4,50,50,-1
2108,3280.3,3221.1,204.3,213.69,3,3,50,50,-1
2109,3297.1,3193.8,209.79,208.33,3,3,50,50,-1
2110,3923.9,4039.7,214.92,217.38,4,4,50,50,-1
2111,3240.5,3344.1,217.64,197.73,3,3,50,50,-1
2112,3341.7,3355.3,204.21,198.47,3,3,50,50,-1
2113,3139.3,3186.4,190.45,198.18,3,3,50,50,-1
2114,4036.9,4039.1,205.72,209.91,4,4,50,50,-1
2115,3337.1,3189.1,194.23,190.32,3,3,50,50,-1
2116,3285.4,3289.0,199.12,211.34,3,3,50,50,-1
2117,3207.8,3200.0,204.45,198.49,3,3,50,50,-1
2118,3385.1,3285.6,217.85,217.98,3,3,50,50,-1
2119,3210.0,3308.6,213.77,193.95,3,3,50,50,-1
2120,3264.5,3177.2,190.17,195.19,3,3,50,50,-1
2121,3294.7,3271.0,201.06,193.35,3,3,50,50,-1
2122,3357.0,3337.6,211.04,214.67,3,3,50,50,-1
2123,3283.7,3377.7,211.89,221.46,3,3,50,50,-1
2124,3293.6,3248.4,211.42,196.86,3,3,50,50,-1
2125,3081.2,3131.4,177.55,159.77,3,3,50,50,-1
2126,3278.7,3372.6,207.68,209.87,3,3,50,50,-1
2127,3403.8,3220.9,200.27,204.89,3,3,50,50,-1
2128,3337.6,3332.8,205.52,203.37,3,3,50,50,-1
2129,3209.4,3208.4,210.16,206.46,3,3,50,50,-1
2130,3387.9,3363.9,230.42,212.24,3,3,50,50,-1
2131,3148.9,3246.5,187.36,191.21,3,3,50,50,-1
2132,4045.1,4131.3,197.9,212.83,4,4,50,50,-1
2133,3377.9,3278.4,206.44,206.06,3,4,50,50,-1
2134,3208.8,3168.0,183.79,176.94,3,3,50,50,-1
2135,3192.2,3284.3,203.25,200.55,4,4,50,50,-1
2136,3138.1,3392.0,184.58,197.79,3,3,50,50,-1
2137,3288.3,3184.3,196.23,174.73,3,3,50,50,-1
2138,3266.6,3293.7,214.42,217.14,3,3,50,50,-1
2139,3196.9,3214.5,186.15,188.11,3,3,50,50,-1
2140,3334.4,3144.7,195.89,191.22,3,3,50,50,-1
2141,3144.7,3148.4,186.55,175.01,3,3,50,50,-1
2142,3345.5,4047.4,223.92,197.73,4,4,50,50,-1
2143,3275.5,3248.3,213.04,236.47,3,3,50,50,-1
2144,3292.1,3294.3,223.32,198.69,3,3,50,50,-1
2145,3374.4,3284.0,221.25,208.28,3,3,50,50,-1
2146,3226.8,3149.4,197.02,189.48,3,3,50,50,-1
2147,4068.1,4000.5,202.21,211.49,4,4,50,50,-1
2148,3283.9,4046.9,223.63,242.02,4,4,50,50,-1
2149,3140.6,3362.6,176.67,189.56,3,3,50,50,-1
2150,3329.6,3335.2,206.46,222.82,3,3,50,50,-1
2151,3237.7,3183.8,213.18,214.04,3,3,50,50,-1
2152,3245.9,3126.5,184.47,185.22,3,3,24,20,-1
2153,3284.3,3445.9,216.37,217.87,3,3,50,50,-1
2154,3283.4,3694.5,224.65,221.44,4,4,50,50,-1
2155,3125.5,3415.5,178.36,189.15,3,3,50,50,-1
2156,3145.1,3173.8,188.56,179.39,3,3,20,20,-1
2157,3212.3,3311.7,193.42,201.76,3,3,50,50,-1
2158,2332.8,2393.3,169.51,170.05,2,2,20,20,-1
2159,2369.3,2350.0,173.76,169.31,2,2,20,20,-1
2160,3112.7,3173.4,170.9,177.35,3,3,20,20,-1
2161,2248.9,2334.6,169.69,166.76,2,2,20,20,-1
2162,2336.2,2336.7,173.45,175.14,2,2,20,20,-1
2163,3119.6,2376.1,182.59,177.89,3,2,20,20,-1
2164,3218.0,3165.8,189.25,181.05,3,3,20,21,-1
2165,2387.2,3177.8,177.18,180.49,2,3,20,20,-1
2166,2333.7,2332.4,173.29,172.32,2,2,20,20,-1
2167,3039.2,3121.8,172.15,180.46,3,3,31,30,-1
2168,2276.6,2283.8,170.89,170.44,2,2,20,20,-1
2169,3052.5,3196.3,180.51,168.03,3,3,20,20,-1
2170,3109.7,3284.9,180.52,181.01,3,3,20,20,-1
2171,2289.4,2326.2,173.45,172.88,2,2,20,20,-1
2172,2310.5,2331.6,172.08,174.77,2,2,21,20,-1
2173,3988.8,3864.4,196.79,195.67,4,4,50,50,-1
2174,3248.7,3120.1,195.55,176.2,3,3,20,20,-1
2175,2346.3,2291.9,172.44,170.92,2,2,20,20,-1
2176,2342.6,2286.3,167.49,170.95,2,2,20,20,-1
2177,3217.1,2347.6,179.83,174.9,3,2,50,21,-1
2178,2320.5,2243.8,169.15,173.99,2,2,20,20,-1
2179,3117.2,2379.3,180.35,174.78,3,2,22,20,-1
2180,2345.2,2363.2,174.18,167.27,2,2,20,21,-1
2181,3171.9,3297.9,180.05,186.17,3,3,28,42,-1
2182,2395.1,2321.1,168.76,164.65,2,2,20,20,-1
2183,3261.4,3162.4,183.93,176.93,3,3,50,50,-1
2184,3235.5,3125.0,192.78,178.87,3,3,50,50,-1
2185,2291.0,2314.1,175.87,172.65,2,2,20,20,-1
2186,3296.4,3090.5,198.49,183.65,3,3,50,42,-1
2187,2301.0,2323.0,174.12,173.3,2,2,20,20,-1
2188,3199.8,3224.0,175.04,176.07,3,3,50,50,-1
2189,2391.2,2288.4,177.78,174.02,2,2,23,20,-1
2190,3245.8,3245.9,189.62,177.24,3,3,50,50,-1
2191,2334.4,2389.9,173.74,175.81,2,2,50,50,-1
2192,3299.7,3138.4,189.31,192.51,3,3,50,50,-1
2193,3309.1,3099.1,186.64,177.39,3,3,50,50,-1
2194,3179.6,3225.7,179.24,199.59,3,3,37,50,-1
2195,3193.6,4002.8,180.38,186.56,4,4,50,50,-1
2196,3359.4,3393.1,210.64,209.95,3,3,50,50,-1
2197,3129.7,3241.6,177.95,186.74,3,3,22,26,-1
2198,3314.6,3265.7,189.69,193.65,3,3,50,50,-1
2199,3193.0,3388.6,217.56,215.94,3,3,50,50,-1
2200,3193.6,3222.9,191.42,189.36,3,3,50,50,-1
2201,2365.7,2341.9,174.52,175.91,2,2,41,50,-1
2202,2236.4,2344.2,167.76,173.64,2,2,20,21,-1
2203,3191.2,3141.6,209.58,200.84,3,3,50,50,-1
2204,3003.1,3162.9,172.57,184.68,3,3,50,50,-1
2205,2322.1,2315.2,170.14,170.05,2,2,20,50,-1
