gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,winner
3808,2300.0,2300.9,171.44,166.07,3,3,50,50,-1
3809,3199.6,3237.2,186.61,185.36,3,3,50,50,-1
3810,3150.0,3148.3,183.59,190.95,3,3,50,50,-1
3811,3211.8,3126.6,195.5,183.2,3,3,50,50,-1
3812,3155.0,3094.5,177.59,185.2,3,3,50,50,-1
3813,3200.0,3274.8,198.89,190.52,3,3,50,50,-1
3814,3218.8,3280.4,188.93,191.98,3,3,50,50,-1
3815,2471.0,2320.9,172.64,171.73,2,2,50,50,-1
3816,3168.6,3212.1,167.42,182.76,3,3,50,50,-1
3817,3150.0,3140.3,177.24,184.21,3,3,50,50,-1
3818,3171.1,3127.4,183.05,184.24,3,3,50,50,-1
3819,3181.0,3227.6,200.38,191.23,3,3,50,50,-1
3820,3131.1,3130.3,170.86,175.54,3,3,50,50,-1
3821,3217.6,3210.8,184.91,190.65,3,3,50,50,-1
3822,3197.2,3126.0,190.07,177.48,3,3,50,50,-1
3823,3113.7,3342.1,178.3,189.77,3,3,50,50,-1
3824,3160.6,3176.8,181.76,183.0,3,3,50,50,-1
3825,3118.5,3145.7,177.52,172.99,3,3,50,50,-1
3826,3196.3,3193.9,176.6,174.01,3,3,50,50,-1
3827,3342.5,3141.0,192.97,202.11,3,3,50,50,-1
3828,3094.3,3342.1,183.35,195.91,3,3,50,50,-1
3829,4210.1,3217.4,223.6,192.13,4,4,50,50,-1
3830,3140.4,3219.1,184.62,210.05,3,3,50,50,-1
3831,3125.1,3200.0,173.21,188.49,3,3,50,50,-1
3832,3240.6,3244.4,205.78,184.62,3,3,50,50,-1
3833,3255.4,3217.8,194.86,193.53,3,3,50,50,-1
3834,3246.9,3142.4,184.97,183.74,3,3,50,50,-1
3835,3247.0,3351.6,199.34,202.1,3,3,50,50,-1
3836,3169.8,3240.4,188.63,195.16,3,3,50,50,-1
3837,3340.6,3240.0,209.97,208.59,3,3,50,50,-1
3838,3172.2,3368.2,193.97,204.8,3,3,50,50,-1
3839,3362.5,3261.4,189.5,189.33,3,3,50,50,-1
3840,3260.5,3217.4,184.06,183.23,3,3,50,50,-1
3841,3229.9,3247.8,196.38,215.72,3,3,50,50,-1
3842,3191.4,3243.7,198.46,187.92,3,3,50,50,-1
3843,3346.3,3160.0,201.38,192.07,3,3,50,50,-1
3844,4094.8,4071.8,201.91,185.83,4,4,50,50,-1
3845,3168.9,3334.1,183.92,191.29,3,3,50,50,-1
3846,3291.6,3297.7,206.44,175.53,3,3,50,50,-1
3847,3146.6,3264.0,190.76,193.4,3,3,50,50,-1
3848,3388.7,3257.6,213.18,221.61,3,3,50,50,-1
3849,3234.1,3189.3,197.0,189.98,3,3,50,50,-1
3850,3125.5,3352.6,187.2,208.77,3,3,50,50,-1
3851,3326.0,3230.0,191.4,182.03,3,3,50,50,-1
3852,3290.3,3118.2,212.13,179.89,3,3,50,50,-1
3853,3207.1,3263.7,191.95,178.12,3,3,50,50,-1
3854,3214.1,3312.9,190.08,208.79,3,3,50,50,-1
3855,3242.5,3141.1,198.49,200.64,3,3,50,50,-1
3856,3252.3,3180.8,177.43,185.79,3,3,50,50,-1
3857,3283.3,3247.9,191.78,187.39,3,3,50,50,-1
3858,3250.0,3228.0,214.61,190.79,3,3,50,50,-1
3859,3146.4,3147.2,194.51,176.22,3,3,50,50,-1
3860,3207.1,3058.7,198.15,180.68,3,3,50,50,-1
3861,3137.8,3107.4,173.58,177.64,3,3,50,50,-1
3862,3298.4,3241.3,189.03,181.07,3,3,50,50,-1
3863,3265.5,3172.0,205.97,184.96,3,3,50,50,-1
3864,3273.5,3212.7,196.49,180.27,3,3,50,50,-1
3865,3238.1,3276.6,193.53,188.34,3,3,50,50,-1
3866,3139.3,3335.9,179.58,173.35,3,3,50,50,-1
3867,4050.6,3106.7,175.58,177.58,4,4,50,50,-1
3868,3248.9,3166.4,187.58,179.54,3,3,50,50,-1
3869,3293.4,3332.4,191.5,188.96,3,3,50,50,-1
3870,3184.3,3175.3,195.34,181.55,3,3,50,50,-1
3871,4063.4,3144.5,203.13,177.36,4,3,50,50,-1
3872,3245.2,3089.3,188.27,186.31,3,3,50,50,-1
3873,3247.3,3147.6,178.5,167.85,3,3,50,50,-1
3874,3248.8,3296.1,186.9,185.75,3,3,50,50,-1
3875,3234.3,3289.0,176.86,174.03,3,3,50,50,-1
3876,3236.2,3215.1,180.73,204.95,3,3,50,50,-1
3877,3316.7,3121.9,177.76,170.93,3,3,50,50,-1
3878,3375.1,3177.4,195.61,182.64,3,3,50,50,-1
3879,3388.0,3246.1,199.65,212.15,3,3,50,50,-1
3880,3253.2,3313.5,181.75,186.07,3,3,50,50,-1
3881,3889.4,4018.5,207.32,188.55,4,4,50,50,-1
3882,3225.0,3266.0,187.38,193.65,3,3,50,50,-1
3883,3264.8,3223.2,197.26,166.16,3,3,50,50,-1
3884,3333.1,3138.0,206.04,169.71,3,3,50,50,-1
3885,3292.9,3103.2,188.73,161.41,3,3,50,50,-1
3886,3260.3,4087.2,185.24,175.42,4,4,50,50,-1
3887,3378.6,3177.8,207.48,182.12,3,3,50,50,-1
3888,3326.3,4142.8,219.58,196.54,4,4,50,50,-1
3889,3166.7,3300.0,187.29,196.82,3,3,50,50,-1
3890,3951.8,3219.0,212.78,185.98,4,4,50,50,-1
3891,3762.0,3200.0,197.96,184.96,4,4,50,50,-1
3892,3232.3,3141.6,192.68,178.04,3,3,50,50,-1
3893,3348.0,3250.0,188.89,202.34,3,3,50,50,-1
3894,3360.8,3709.8,202.41,187.99,4,4,50,50,-1
3895,3396.9,3220.1,189.63,184.86,3,3,50,50,-1
3896,3237.7,3173.9,207.19,203.3,3,3,50,50,-1
3897,3270.6,4136.3,196.62,183.99,4,4,50,50,-1
3898,3210.4,3136.6,184.75,192.76,3,3,50,50,-1
3899,3374.8,3139.1,212.04,184.94,3,3,50,50,-1
3900,3260.5,3250.0,199.56,207.8,3,3,50,50,-1
3901,3196.7,3176.6,194.98,191.81,3,3,50,50,-1
3902,4014.4,3305.5,219.84,209.7,4,3,50,50,-1
3903,4010.0,3196.6,223.79,196.77,4,4,50,50,-1
3904,3334.5,3233.4,192.36,171.22,3,3,50,50,-1
3905,3410.9,3312.6,210.71,209.56,3,3,50,50,-1
3906,3323.9,3192.0,212.05,196.88,3,3,50,50,-1
3907,3373.3,4048.1,210.25,209.32,3,4,50,50,-1
3908,3809.8,3942.8,209.08,211.89,4,4,50,50,-1
3909,3399.2,3400.0,203.7,191.95,4,4,50,50,-1
3910,3347.4,3235.6,202.48,189.42,3,3,50,50,-1
3911,3215.1,3192.9,193.04,187.48,3,3,50,50,-1
3912,3281.6,3186.6,211.49,183.78,3,3,50,50,-1
3913,3316.7,3274.7,198.43,194.39,3,3,50,50,-1
3914,3192.6,3203.6,186.1,193.67,3,3,50,50,-1
3915,3193.1,3361.1,185.26,191.14,3,3,50,50,-1
3916,3337.3,4086.0,179.18,195.13,3,4,50,50,-1
3917,3256.8,3180.4,198.4,193.2,3,3,50,50,-1
3918,3295.0,3190.4,210.66,178.64,3,3,50,50,-1
3919,3145.6,3181.0,193.76,180.97,3,3,50,50,-1
3920,3282.5,3142.8,184.78,185.45,4,4,50,50,-1
3921,3374.1,3231.1,203.01,191.39,3,3,50,50,-1
3922,3261.2,3136.9,194.11,181.6,3,3,50,50,-1
3923,3249.3,3182.2,189.5,185.17,3,3,50,50,-1
3924,3243.0,3242.2,200.94,191.58,3,3,50,50,-1
3925,3192.2,3390.2,188.01,191.97,3,3,50,50,-1
3926,3200.9,3206.8,196.3,189.65,3,3,50,50,-1
3927,3264.5,3233.7,191.97,202.5,3,3,50,50,-1
3928,3216.1,3150.0,175.79,186.69,3,3,50,50,-1
3929,3161.2,3303.5,177.83,190.46,3,3,50,50,-1
3930,3269.5,3282.6,201.31,205.39,3,3,50,50,-1
3931,3475.8,3355.5,194.28,175.27,4,3,50,50,-1
3932,3255.9,3145.8,188.94,200.4,3,3,50,50,-1
3933,3236.1,3279.0,195.14,185.66,3,3,50,50,-1
3934,3331.4,3251.8,204.91,176.11,3,3,50,50,-1
3935,4216.0,3245.3,221.68,167.18,4,4,50,50,-1
3936,3365.2,3095.6,204.23,165.13,3,3,50,50,-1
3937,3266.9,3252.2,190.62,170.32,3,3,50,50,-1
3938,3265.3,3161.2,205.64,200.38,3,3,50,50,-1
3939,3198.5,3330.1,211.34,206.88,3,3,50,50,-1
3940,3231.3,3337.3,215.29,191.58,3,3,50,50,-1
3941,3254.1,3234.2,181.91,174.05,3,3,50,50,-1
3942,3192.1,3269.5,200.86,175.86,3,3,50,50,-1
3943,3109.3,3116.8,197.54,195.99,4,4,50,50,-1
3944,3210.6,3244.7,185.15,176.4,3,3,50,50,-1
3945,3342.8,3306.8,167.23,197.37,3,3,50,50,-1
3946,3336.9,3237.0,188.02,167.77,3,3,50,50,-1
3947,3281.4,3400.0,183.9,188.34,3,3,50,50,-1
3948,3304.3,3280.5,221.32,201.67,3,3,50,50,-1
3949,3269.2,3150.0,187.35,169.44,3,3,50,50,-1
3950,3242.1,3335.3,197.68,207.39,3,3,50,50,-1
3951,3274.5,3173.4,184.76,188.98,3,3,50,50,-1
3952,4102.5,3400.0,216.48,189.6,4,3,50,50,-1
3953,3391.1,3168.4,216.09,201.76,3,3,50,50,-1
3954,3241.6,3288.9,176.44,186.37,3,3,50,50,-1
3955,3184.3,3175.5,185.52,196.92,3,3,50,50,-1
3956,3337.6,2996.6,186.85,172.48,3,3,50,50,-1
3957,3295.1,3145.6,208.93,210.57,3,3,50,50,-1
3958,3273.6,3342.1,198.94,214.81,3,3,50,50,-1
3959,3258.3,3156.4,202.92,188.06,3,3,50,50,-1
3960,3249.6,2965.8,191.55,165.18,3,3,50,50,-1
3961,4073.7,3729.0,236.96,209.46,4,4,50,50,-1
3962,3490.6,3243.7,222.16,195.53,3,3,50,50,-1
3963,4034.5,3280.1,204.93,202.47,4,4,50,50,-1
3964,3427.4,3360.0,197.26,195.97,3,3,50,50,-1
3965,3247.4,3295.5,186.82,174.63,3,3,50,50,-1
3966,3604.1,4098.6,217.88,199.68,4,4,50,50,-1
3967,3310.6,3489.3,207.45,172.73,3,3,50,50,-1
3968,3269.1,3197.8,202.32,199.45,4,4,50,50,-1
3969,3111.7,3313.8,177.47,206.3,3,3,50,50,-1
3970,3264.5,3136.0,187.9,200.87,3,3,50,50,-1
3971,3315.1,3144.2,213.21,189.01,3,3,50,50,-1
3972,3319.7,3145.0,204.17,200.0,3,3,50,50,-1
3973,3256.9,3268.8,203.47,175.39,3,3,50,50,-1
3974,3322.0,3338.3,193.35,178.13,3,3,50,50,-1
3975,3197.4,3165.9,210.85,182.4,3,3,50,50,-1
3976,3090.6,3194.8,184.67,196.18,3,3,50,50,-1
3977,3198.3,3349.2,187.48,196.07,3,3,50,50,-1
3978,4042.5,3235.2,182.69,187.95,4,3,50,50,-1
3979,3284.6,3228.6,213.33,175.27,3,3,50,50,-1
3980,3252.9,3250.7,177.94,188.74,3,3,50,50,-1
3981,3304.5,3221.7,193.43,194.67,3,3,50,50,-1
3982,3231.2,3197.4,195.03,173.08,3,3,50,50,-1
3983,3224.6,3143.5,187.43,175.4,3,3,50,50,-1
3984,3319.5,3150.2,199.88,186.87,3,3,50,50,-1
3985,3313.1,3349.3,202.81,206.12,3,3,50,50,-1
3986,3362.6,3154.9,209.24,171.1,3,3,50,50,-1
3987,3248.7,3234.0,183.44,181.74,3,3,50,50,-1
3988,3192.0,3120.6,191.31,178.82,3,3,50,50,-1
3989,3234.7,3131.6,201.83,193.87,3,3,50,50,-1
3990,3140.5,3135.9,167.21,201.5,3,3,50,50,-1
3991,3312.2,3412.0,207.07,179.36,4,4,50,50,-1
3992,3250.0,3126.2,205.94,171.33,3,3,50,50,-1
3993,3250.0,3225.8,179.48,188.2,3,3,50,50,-1
3994,3346.4,3247.7,188.85,183.91,3,3,50,50,-1
3995,3312.0,3260.8,200.01,177.55,3,3,50,50,-1
3996,3304.1,3150.0,208.47,191.1,3,3,50,50,-1
3997,3993.6,3374.9,215.72,189.78,4,4,50,50,-1
3998,3247.4,3331.8,174.15,215.93,3,3,50,50,-1
3999,3411.9,3212.4,176.19,174.69,4,4,50,50,-1
4000,4066.3,4071.1,212.44,189.63,4,4,50,50,-1
4001,3311.7,3418.0,192.78,185.58,4,4,50,50,-1
4002,3386.7,3283.0,198.29,197.52,3,3,50,50,-1
4003,3258.7,3192.5,198.6,192.34,4,3,50,50,-1
4004,3306.9,3248.0,207.12,202.59,3,3,50,50,-1
4005,3259.0,3152.1,215.86,227.63,3,3,50,50,-1
4006,3150.7,3808.2,207.81,200.48,4,4,50,50,-1
4007,3282.4,3104.1,183.64,184.93,3,3,50,50,-1
4008,3288.6,3265.6,198.2,193.34,3,3,50,50,-1
4009,3199.8,3228.3,209.32,216.71,3,4,50,50,-1
4010,3280.3,3103.1,206.22,199.32,3,3,50,50,-1
4011,3228.0,3316.7,194.06,212.95,3,3,50,50,-1
4012,3191.7,3233.6,214.96,214.83,3,3,50,50,-1
4013,3223.9,3270.7,184.75,185.76,3,3,50,50,-1
4014,4007.1,4137.7,195.98,231.02,4,4,50,50,-1
4015,3275.4,3167.5,217.91,207.69,3,3,50,50,-1
4016,3290.4,3231.6,207.74,193.33,3,3,50,50,-1
4017,3257.3,3265.5,188.24,214.8,3,3,50,50,-1
4018,3213.1,3389.7,199.59,223.49,3,3,50,50,-1
4019,3101.8,3131.2,163.64,153.93,3,3,50,50,-1
4020,3411.9,3311.9,202.8,180.89,3,4,50,50,-1
4021,3263.1,3260.2,206.24,202.12,3,3,50,50,-1
4022,4150.0,3188.1,178.34,177.85,4,4,50,50,-1
4023,3279.3,3145.7,186.8,181.6,3,3,50,50,-1
4024,3274.0,3139.9,189.6,191.92,3,3,50,50,-1
4025,3808.5,3191.8,197.02,199.44,4,4,50,50,-1
4026,3178.7,3204.5,187.24,181.7,3,3,50,50,-1
4027,3392.8,3270.7,203.25,203.16,3,3,50,50,-1
4028,3388.2,4080.4,218.37,212.18,3,4,50,50,-1
4029,3287.4,3344.8,200.84,192.1,3,3,50,50,-1
4030,3156.4,3305.5,192.61,209.59,3,3,50,50,-1
4031,3262.4,3311.6,212.74,209.02,4,4,50,50,-1
4032,4151.6,3261.9,211.07,190.94,4,4,50,50,-1
4033,3266.1,4057.4,209.73,194.69,3,4,50,50,-1
4034,3238.0,3382.6,182.75,202.9,3,3,50,50,-1
4035,3197.3,3347.1,203.47,186.22,3,3,50,50,-1
4036,4032.1,3275.4,215.23,172.42,4,3,50,50,-1
4037,3157.4,3257.2,195.12,195.11,3,3,50,50,-1
4038,3103.1,3144.5,186.5,192.03,3,3,50,50,-1
4039,3885.6,3109.5,220.95,202.19,4,4,50,50,-1
4040,3309.7,3311.2,215.65,192.01,3,3,50,50,-1
4041,3147.4,3258.6,193.17,167.67,3,3,50,50,-1
4042,4024.8,4016.8,215.14,211.98,4,4,50,50,-1
4043,4091.4,4053.0,226.43,170.84,4,4,50,50,-1
4044,4086.0,3268.3,180.94,190.03,4,4,50,50,-1
4045,3273.8,3313.0,200.07,188.49,3,3,50,50,-1
4046,3178.1,3265.3,183.0,185.06,3,3,50,50,-1
4047,4096.9,3576.9,229.91,189.16,4,4,50,50,-1
4048,3222.0,3203.1,226.57,177.88,4,4,50,50,-1
4049,3312.0,3659.2,223.21,195.56,4,4,50,50,-1
4050,3272.2,3264.3,209.38,173.38,4,4,50,50,-1
4051,3277.6,3956.5,210.79,199.85,4,4,50,50,-1
4052,3310.8,3492.5,216.39,218.81,4,4,50,50,-1
4053,3257.3,4086.9,176.15,186.09,4,4,50,50,-1
4054,3294.8,3264.7,205.99,190.02,3,3,50,50,-1
4055,4074.7,3286.1,216.42,183.89,4,3,50,50,-1
4056,3143.5,3287.0,174.09,183.2,3,3,50,50,-1
4057,3262.4,3233.9,200.96,201.99,4,3,50,50,-1
4058,3212.4,3311.1,207.64,180.65,4,4,50,50,-1
4059,4235.8,4236.1,223.2,229.89,4,4,50,50,-1
4060,3361.0,3285.6,209.41,200.29,3,3,50,50,-1
4061,4128.9,3293.0,206.05,192.53,4,4,50,50,-1
4062,4037.2,4065.3,233.83,200.24,4,4,50,50,-1
4063,3285.3,3293.9,211.77,219.49,4,4,50,50,-1
4064,3322.5,4114.5,214.7,206.53,4,4,50,50,-1
4065,3311.2,3309.7,238.36,195.67,3,3,50,50,-1
4066,3341.5,3287.3,189.28,202.72,3,4,50,50,-1
4067,3293.4,3329.6,217.51,215.12,3,3,50,50,-1
4068,3312.6,3312.5,202.1,190.98,3,3,50,50,-1
4069,3328.8,3298.1,223.98,194.29,3,3,50,50,-1
4070,3243.7,3397.8,178.5,186.65,3,3,50,50,-1
4071,3296.1,3306.2,206.85,207.78,3,3,50,50,-1
4072,3268.9,3233.1,194.29,166.8,3,3,50,50,-1
4073,3287.5,3146.1,209.98,165.12,3,3,50,50,-1
4074,3209.2,3219.0,196.36,187.94,3,3,50,50,-1
4075,3380.7,3236.7,189.6,195.02,3,3,50,50,-1
4076,3256.2,3190.5,212.49,201.76,4,4,50,50,-1
4077,3366.0,3227.6,204.74,208.75,3,3,50,50,-1
4078,4069.7,3997.8,210.02,204.49,4,4,50,50,-1
4079,3361.5,4087.3,233.21,206.14,3,4,50,50,-1
4080,3362.3,3411.8,209.63,217.1,3,3,50,50,-1
4081,4072.5,4145.6,236.58,193.96,4,4,50,50,-1
4082,3278.1,3287.3,230.38,206.11,3,3,50,50,-1
4083,3351.1,3243.1,230.91,200.32,3,3,50,50,-1
4084,3174.8,3220.9,179.94,189.68,3,3,50,50,-1
4085,3250.3,3284.8,228.85,209.06,3,3,50,50,-1
4086,3278.5,3230.6,211.22,170.55,3,3,50,50,-1
4087,3216.8,4083.9,198.3,204.89,3,4,50,50,-1
4088,3312.5,3312.5,186.64,201.39,3,3,50,50,-1
4089,3236.1,3145.7,197.67,186.81,3,3,50,50,-1
4090,3382.4,3244.9,206.32,202.77,3,3,50,50,-1
4091,3885.4,3311.7,239.53,230.85,4,4,50,50,-1
4092,4161.3,4087.5,242.81,209.85,4,4,50,50,-1
4093,3361.2,3409.9,221.62,219.49,3,3,50,50,-1
4094,3287.5,3204.4,213.23,201.34,3,3,50,50,-1
4095,3243.9,3295.3,190.77,193.04,3,3,50,50,-1
4096,3412.3,3408.7,236.07,196.72,3,3,50,50,-1
4097,3311.4,3311.6,209.82,196.89,4,4,50,50,-1
4098,3335.8,3144.1,199.44,192.03,3,3,50,50,-1
4099,3298.1,3287.5,220.55,205.41,3,4,50,50,-1
4100,3344.2,3144.9,233.73,203.95,3,3,50,50,-1
4101,4062.8,3341.0,220.9,215.41,4,4,50,50,-1
4102,4071.5,3284.2,212.87,181.1,4,3,50,50,-1
4103,3412.6,3311.5,240.46,201.53,3,3,50,50,-1
4104,3287.6,3252.3,209.25,204.89,3,3,50,50,-1
4105,3211.8,4086.6,198.84,207.34,4,4,50,50,-1
4106,3416.9,3159.1,228.52,178.32,3,3,50,50,-1
4107,3244.1,3327.2,178.48,185.91,3,3,50,50,-1
4108,3128.8,3274.0,192.87,193.15,3,3,50,50,-1
4109,4162.0,3310.8,242.57,207.15,4,4,50,50,-1
4110,3258.7,3292.6,199.58,199.98,3,3,50,50,-1
4111,3292.6,3267.6,223.2,192.25,3,3,50,50,-1
4112,3261.5,3311.1,205.23,177.27,3,3,50,50,-1
4113,3349.7,3349.0,218.01,223.55,4,4,50,50,-1
4114,3312.6,3411.6,190.5,175.12,4,4,50,50,-1
4115,3136.2,3124.1,185.24,162.12,3,3,50,50,-1
4116,3144.4,3232.6,173.02,165.01,3,3,50,50,-1
4117,3398.4,3173.5,218.48,190.8,3,4,50,50,-1
4118,4070.2,3273.9,224.61,209.71,4,3,50,50,-1
4119,3135.3,3180.1,204.01,197.92,3,3,50,50,-1
4120,3282.4,3232.4,214.67,194.34,3,4,50,50,-1
4121,3293.4,3250.6,202.0,203.42,3,3,50,50,-1
4122,3147.3,3237.8,184.68,163.84,3,3,50,50,-1
4123,4075.0,3356.7,213.49,195.9,4,4,50,50,-1
4124,3338.4,3154.0,216.37,205.4,3,3,50,50,-1
4125,3244.1,3150.0,188.43,161.08,3,3,50,50,-1
4126,3330.8,3410.6,225.02,211.47,4,3,50,50,-1
4127,3292.3,3263.2,194.98,169.02,3,3,50,50,-1
4128,3197.6,3341.8,205.0,202.92,3,3,50,50,-1
4129,3187.9,3186.8,191.7,203.56,3,3,50,50,-1
4130,4194.2,4086.7,212.97,184.79,4,4,50,50,-1
4131,3237.2,3116.2,203.26,175.13,3,3,50,50,-1
4132,3409.2,3200.3,220.12,193.54,3,3,50,50,-1
4133,3234.3,3264.2,195.43,176.55,3,3,50,50,-1
4134,3175.0,3285.5,192.44,204.27,3,3,50,50,-1
4135,3242.5,3788.0,221.39,198.93,3,4,50,50,-1
4136,3412.6,3462.3,215.27,174.97,3,3,50,50,-1
4137,3235.6,3243.4,180.17,182.03,3,3,50,50,-1
4138,3200.4,3846.6,210.97,194.55,4,4,50,50,-1
4139,3191.6,3141.8,186.91,189.21,3,3,50,50,-1
4140,3169.2,3235.6,182.58,202.86,3,3,50,50,-1
4141,3265.6,3292.7,190.38,196.14,3,3,50,50,-1
4142,3394.3,3285.4,194.01,182.23,3,3,50,50,-1
4143,3367.5,3203.2,194.26,192.95,4,3,50,50,-1
4144,3297.8,3288.3,223.13,201.48,3,3,50,50,-1
4145,3250.0,3006.6,205.08,167.12,3,3,50,50,-1
4146,3120.7,3108.3,180.33,179.86,3,3,50,50,-1
4147,3228.4,3150.0,193.36,176.36,3,3,50,50,-1
4148,3370.5,3292.4,206.11,179.36,3,3,50,50,-1
4149,3312.4,3311.8,218.96,207.87,3,3,50,50,-1
4150,3210.4,4098.3,207.01,208.75,4,4,50,50,-1
4151,3265.3,3254.7,203.63,167.58,4,4,50,50,-1
4152,3346.8,3314.4,203.6,202.11,3,3,50,50,-1
4153,4086.6,3312.1,222.68,215.51,4,3,50,50,-1
4154,3250.4,3262.6,231.01,225.75,3,3,50,50,-1
4155,3360.7,3411.9,209.39,215.93,3,3,50,50,-1
4156,3306.8,3982.0,187.2,218.94,3,4,50,50,-1
4157,3412.2,3362.5,198.49,210.09,3,3,50,50,-1
4158,3160.0,3148.7,176.34,178.96,3,3,50,50,-1
4159,3354.6,4117.3,229.79,205.24,4,4,50,50,-1
4160,3212.4,3361.3,220.27,205.29,3,3,50,50,-1
4161,3312.3,3360.2,213.86,189.23,3,3,50,50,-1
4162,3388.7,4132.8,237.01,214.58,4,4,50,50,-1
4163,4127.5,3183.3,237.68,197.28,4,3,50,50,-1
4164,3373.0,3148.4,225.18,191.81,3,3,50,50,-1
4165,3311.3,3284.8,226.74,190.74,3,3,50,50,-1
4166,3335.0,3292.9,218.14,183.69,3,3,50,50,-1
4167,3673.0,3284.2,211.05,187.85,4,3,50,50,-1
4168,3372.9,3161.4,215.33,192.33,3,3,50,50,-1
4169,3392.0,3317.3,196.02,187.41,3,3,50,50,-1
4170,3456.6,3288.6,211.49,195.19,3,3,50,50,-1
4171,4055.2,3260.3,202.74,190.21,4,3,50,50,-1
4172,3303.7,3375.4,231.11,200.39,4,4,50,50,-1
4173,4087.4,4086.8,223.32,220.82,4,4,50,50,-1
4174,4162.1,4162.2,227.77,217.78,4,4,50,50,-1
4175,3202.0,3282.5,192.75,203.55,3,3,50,50,-1
4176,3280.9,3177.1,194.63,185.74,3,3,50,50,-1
4177,3361.8,3310.8,221.74,169.58,3,3,50,50,-1
4178,4042.0,3409.3,216.18,186.98,4,4,50,50,-1
4179,4160.8,3412.3,210.47,214.98,4,4,50,50,-1
4180,3412.0,3359.8,212.94,210.96,3,3,50,50,-1
4181,3378.4,3339.9,203.39,199.81,3,3,50,50,-1
4182,3198.6,3246.8,197.48,182.88,3,3,50,50,-1
4183,4160.8,3312.1,224.27,207.0,4,3,50,50,-1
4184,4138.9,3627.8,228.03,213.96,4,4,50,50,-1
4185,3311.1,4087.6,189.1,222.17,4,4,50,50,-1
4186,3462.3,3411.8,214.74,209.71,3,3,50,50,-1
4187,3310.2,4189.8,183.46,207.04,3,4,50,50,-1
4188,4087.2,3362.4,226.17,212.21,4,4,50,50,-1
4189,3310.9,3304.1,203.52,204.29,3,3,50,50,-1
4190,3411.3,4085.1,213.58,194.23,4,4,50,50,-1
4191,3212.2,3361.3,191.88,226.16,3,3,50,50,-1
4192,4162.5,4078.7,234.41,202.17,4,4,50,50,-1
4193,3312.3,4086.1,225.13,216.59,4,4,50,50,-1
4194,4081.9,3676.6,207.07,223.76,4,4,50,50,-1
4195,3312.3,3311.2,225.49,204.82,3,3,50,50,-1
4196,3289.0,3350.0,209.37,202.68,3,3,50,50,-1
4197,3291.3,3323.7,220.07,210.15,3,3,50,50,-1
4198,3195.6,3231.7,224.14,205.22,3,3,50,50,-1
4199,3311.6,3412.2,203.58,203.96,3,3,50,50,-1
4200,4087.6,4086.1,256.86,214.49,4,4,50,50,-1
4201,3280.6,3383.5,228.81,210.49,4,4,50,50,-1
4202,3262.6,4086.2,217.61,211.28,4,4,50,50,-1
4203,4082.6,3309.8,220.26,211.53,4,3,50,50,-1
4204,4086.6,3362.0,240.13,225.89,4,3,50,50,-1
4205,3268.7,3248.5,219.09,193.44,3,3,50,50,-1
4206,3411.1,3361.3,245.7,228.63,3,3,50,50,-1
4207,4159.6,4080.1,213.01,204.69,4,4,50,50,-1
4208,3312.1,3285.8,227.24,190.74,3,3,50,50,-1
4209,3411.8,3261.8,199.7,182.32,3,3,50,50,-1
4210,3411.9,3310.6,251.57,224.12,3,3,50,50,-1
4211,3360.9,3361.5,213.98,210.64,3,3,50,50,-1
4212,3291.6,3242.9,208.74,191.94,3,3,50,50,-1
4213,3462.0,3510.0,235.9,185.75,4,4,50,50,-1
4214,3337.9,3260.1,212.11,186.23,3,3,50,50,-1
4215,3795.2,3264.7,217.81,210.53,4,4,50,50,-1
4216,3312.0,3311.1,217.62,184.49,3,3,50,50,-1
4217,3411.8,3312.1,245.71,228.85,3,3,50,50,-1
4218,3307.5,3511.7,230.12,231.37,3,3,50,50,-1
4219,3362.3,4162.2,205.08,208.07,4,4,50,50,-1
4220,3246.9,3299.0,212.22,225.81,3,3,50,50,-1
4221,3360.9,3311.9,212.2,206.43,3,3,50,50,-1
4222,3361.4,3189.4,198.58,201.46,3,3,50,50,-1
4223,3328.4,3197.8,212.03,210.83,3,3,50,50,-1
4224,3362.0,3361.4,238.2,217.4,3,3,50,50,-1
4225,3211.4,3275.0,206.23,206.22,3,3,50,50,-1
4226,3286.6,3237.5,210.04,206.99,3,3,50,50,-1
4227,3312.3,3362.4,211.86,201.41,3,3,50,50,-1
4228,3276.8,3191.2,211.59,192.89,3,3,50,50,-1
4229,3382.4,3184.8,231.81,211.12,3,3,50,50,-1
4230,3254.3,3287.1,203.3,202.22,3,3,50,50,-1
4231,3312.3,3311.7,212.44,197.68,3,3,50,50,-1
4232,3374.0,3317.4,213.53,185.77,3,3,50,50,-1
4233,3229.5,3464.8,185.82,178.87,3,3,50,50,-1
4234,3311.8,3312.6,195.16,187.87,3,3,50,50,-1
4235,3282.0,3278.7,207.35,188.56,4,4,50,50,-1
4236,3279.8,3178.7,205.44,164.73,3,3,50,50,-1
4237,3257.7,3281.5,210.61,203.51,3,3,50,50,-1
4238,4087.3,4086.7,220.98,203.75,4,4,50,50,-1
4239,3359.9,3359.2,222.61,220.28,3,3,50,50,-1
4240,3348.6,3355.9,207.43,200.76,3,3,50,50,-1
4241,4160.9,4234.1,210.53,237.43,4,4,50,50,-1
4242,3361.0,4085.9,207.66,202.53,4,4,50,50,-1
4243,3144.2,3237.4,186.44,171.99,3,3,50,50,-1
